0.00000,21.52,80.00,-193.15,0.0000,0.00000
0.00000,21.52,80.01,-193.14,0.0000,0.00000
-0.00019,21.56,80.11,-193.04,-0.0004,0.00000
-0.00038,21.68,80.39,-192.76,-0.0008,0.00000
0.00000,21.75,80.57,-192.58,0.0000,0.00000
-0.00019,22.10,81.40,-191.75,-0.0004,0.00000
0.00000,22.10,81.41,-191.74,0.0000,0.00000
0.00000,22.33,81.97,-191.18,0.0000,0.00000
0.00038,22.60,82.63,-190.52,0.0008,0.00000
-0.00038,22.72,82.91,-190.24,-0.0008,0.00000
-0.00019,22.95,83.47,-189.68,-0.0004,0.00000
-0.00038,23.15,83.94,-189.21,-0.0008,0.00000
0.00019,23.08,83.77,-189.38,0.0004,0.00000
-0.00038,23.31,84.32,-188.83,-0.0008,0.00000
0.00019,23.46,84.70,-188.45,0.0004,0.00000
0.00038,23.66,85.17,-187.98,0.0008,0.00000
-0.00019,23.85,85.63,-187.52,-0.0004,0.00000
-0.00038,23.93,85.82,-187.33,-0.0008,0.00000
0.00019,24.01,86.01,-187.14,0.0004,0.00000
-0.00019,24.08,86.19,-186.96,-0.0004,0.00000
-0.00056,24.17,86.39,-186.76,-0.0011,0.00000
0.00000,24.32,86.76,-186.39,0.0000,0.00000
-0.00019,24.40,86.95,-186.20,-0.0004,0.00000
0.00019,24.48,87.14,-186.01,0.0004,0.00000
0.00019,24.75,87.79,-185.36,0.0004,0.00000
0.00000,24.79,87.89,-185.26,0.0000,0.00000
0.00000,24.71,87.70,-185.45,0.0000,0.00000
-0.00019,24.94,88.27,-184.88,-0.0004,0.00000
0.00038,25.02,88.45,-184.70,0.0008,0.00000
-0.00019,25.33,89.20,-183.95,-0.0004,0.00000
0.00000,25.18,88.83,-184.32,0.0000,0.00000
-0.00038,25.22,88.93,-184.22,-0.0008,0.00000
0.00000,25.53,89.67,-183.48,0.0000,0.00000
0.00000,25.45,89.49,-183.66,0.0000,0.00000
-0.00038,25.57,89.77,-183.38,-0.0008,0.00000
0.00019,25.61,89.86,-183.29,0.0004,0.00000
-0.00019,25.84,90.43,-182.72,-0.0004,0.00000
0.00019,25.88,90.52,-182.63,0.0004,0.00000
0.00000,26.08,90.99,-182.16,0.0000,0.00000
-0.00056,26.04,90.90,-182.25,-0.0011,0.00000
0.00038,26.12,91.09,-182.06,0.0008,0.00000
0.00000,26.23,91.37,-181.78,0.0000,0.00000
0.00000,26.23,91.37,-181.78,0.0000,0.00000
0.00019,26.39,91.75,-181.40,0.0004,0.00000
0.00075,26.39,91.75,-181.40,0.0015,0.00000
0.00075,26.55,92.13,-181.02,0.0015,0.00000
0.00056,26.55,92.13,-181.02,0.0011,0.00000
0.00113,26.70,92.50,-180.65,0.0023,0.00000
0.00113,26.71,92.51,-180.64,0.0023,0.00000
0.00113,26.82,92.78,-180.37,0.0023,0.00000
0.00150,26.86,92.88,-180.27,0.0030,0.00001
0.00169,27.02,93.26,-179.89,0.0034,0.00001
0.00188,27.10,93.45,-179.70,0.0038,0.00001
0.00225,27.02,93.27,-179.88,0.0045,0.00001
0.00169,27.21,93.74,-179.41,0.0034,0.00001
0.00188,27.37,94.11,-179.04,0.0038,0.00001
0.00244,27.41,94.21,-178.94,0.0049,0.00001
0.00281,27.52,94.48,-178.67,0.0056,0.00001
0.00263,27.49,94.40,-178.75,0.0053,0.00001
0.00300,27.68,94.86,-178.29,0.0060,0.00001
0.00338,27.76,95.05,-178.10,0.0068,0.00001
0.00375,27.72,94.96,-178.19,0.0075,0.00002
0.00469,27.65,94.78,-178.37,0.0094,0.00002
0.00469,27.92,95.44,-177.71,0.0094,0.00002
0.00544,27.88,95.35,-177.80,0.0109,0.00002
0.00544,28.04,95.72,-177.43,0.0109,0.00002
0.00600,28.08,95.82,-177.33,0.0120,0.00002
0.00638,28.08,95.81,-177.34,0.0128,0.00003
0.00694,28.35,96.46,-176.69,0.0139,0.00003
0.00731,28.31,96.38,-176.77,0.0146,0.00003
0.00844,28.43,96.67,-176.48,0.0169,0.00003
0.00938,28.39,96.57,-176.58,0.0188,0.00004
0.00881,28.58,97.04,-176.11,0.0176,0.00004
0.00994,28.59,97.04,-176.11,0.0199,0.00004
0.01106,28.63,97.14,-176.01,0.0221,0.00004
0.01181,28.71,97.33,-175.82,0.0236,0.00005
0.01256,28.94,97.90,-175.25,0.0251,0.00005
0.01294,28.98,97.99,-175.16,0.0259,0.00005
0.01463,28.98,98.00,-175.15,0.0293,0.00006
0.01556,28.94,97.91,-175.24,0.0311,0.00006
0.01650,29.14,98.38,-174.77,0.0330,0.00007
0.01744,29.18,98.47,-174.68,0.0349,0.00007
0.01931,29.26,98.66,-174.49,0.0386,0.00008
0.02025,29.30,98.76,-174.39,0.0405,0.00008
0.02138,29.38,98.95,-174.20,0.0428,0.00009
0.02213,29.42,99.04,-174.11,0.0443,0.00009
0.02400,29.46,99.14,-174.01,0.0480,0.00010
0.02531,29.65,99.61,-173.54,0.0506,0.00010
0.02644,29.65,99.60,-173.55,0.0529,0.00011
0.02831,29.65,99.61,-173.54,0.0566,0.00011
0.02944,29.81,99.99,-173.16,0.0589,0.00012
0.03150,29.73,99.81,-173.34,0.0630,0.00013
0.03300,29.69,99.71,-173.44,0.0660,0.00013
0.03469,29.89,100.18,-172.97,0.0694,0.00014
0.03731,29.89,100.19,-172.96,0.0746,0.00015
0.03919,30.24,101.03,-172.12,0.0784,0.00016
0.04088,30.20,100.94,-172.21,0.0818,0.00016
0.04294,30.32,101.22,-171.93,0.0859,0.00017
0.04538,30.20,100.94,-172.21,0.0908,0.00018
0.04838,30.25,101.04,-172.11,0.0968,0.00019
0.05063,30.32,101.23,-171.92,0.1013,0.00020
0.05325,30.40,101.42,-171.73,0.1065,0.00021
0.05606,30.56,101.80,-171.35,0.1121,0.00022
0.05869,30.48,101.61,-171.54,0.1174,0.00023
0.06169,30.60,101.89,-171.26,0.1234,0.00025
0.06450,30.64,101.99,-171.16,0.1290,0.00026
0.06750,30.72,102.18,-170.97,0.1350,0.00027
0.07088,30.84,102.47,-170.68,0.1418,0.00028
0.07444,31.03,102.93,-170.22,0.1489,0.00030
0.07819,30.92,102.66,-170.49,0.1564,0.00031
0.08175,30.92,102.66,-170.49,0.1635,0.00033
0.08550,31.07,103.03,-170.12,0.1710,0.00034
0.08944,31.15,103.23,-169.92,0.1789,0.00036
0.09338,31.19,103.32,-169.83,0.1868,0.00037
0.09750,31.35,103.70,-169.45,0.1950,0.00039
0.10163,31.31,103.61,-169.54,0.2033,0.00041
0.10669,31.31,103.61,-169.54,0.2134,0.00043
0.11157,31.51,104.08,-169.07,0.2231,0.00045
0.11682,31.43,103.89,-169.26,0.2336,0.00047
0.12188,31.62,104.37,-168.78,0.2438,0.00049
0.12713,31.59,104.27,-168.88,0.2543,0.00051
0.13219,31.74,104.65,-168.50,0.2644,0.00053
0.13800,31.74,104.65,-168.50,0.2760,0.00055
0.14288,31.74,104.65,-168.50,0.2858,0.00057
0.14925,31.75,104.66,-168.49,0.2985,0.00060
0.15507,31.75,104.66,-168.49,0.3101,0.00062
0.16107,31.83,104.85,-168.30,0.3221,0.00064
0.16782,31.91,105.04,-168.11,0.3356,0.00067
0.17419,32.14,105.61,-167.54,0.3484,0.00070
0.18094,32.10,105.51,-167.64,0.3619,0.00072
0.18788,32.10,105.52,-167.63,0.3758,0.00075
0.19501,32.18,105.71,-167.44,0.3900,0.00078
0.20251,32.30,105.99,-167.16,0.4050,0.00081
0.21019,32.34,106.09,-167.06,0.4204,0.00084
0.21807,32.50,106.47,-166.68,0.4361,0.00087
0.22613,32.46,106.37,-166.78,0.4523,0.00090
0.23457,32.42,106.28,-166.87,0.4691,0.00094
0.24244,32.54,106.57,-166.58,0.4849,0.00097
0.25070,32.62,106.76,-166.39,0.5014,0.00100
0.25857,32.66,106.85,-166.30,0.5171,0.00103
0.26626,32.89,107.42,-165.73,0.5325,0.00107
0.27470,32.77,107.14,-166.01,0.5494,0.00110
0.28332,32.85,107.33,-165.82,0.5666,0.00113
0.29176,32.93,107.52,-165.63,0.5835,0.00117
0.30038,32.97,107.62,-165.53,0.6008,0.00120
0.30920,33.09,107.90,-165.25,0.6184,0.00124
0.31763,32.98,107.62,-165.53,0.6353,0.00127
0.32626,33.21,108.19,-164.96,0.6525,0.00131
0.33545,33.17,108.09,-165.06,0.6709,0.00134
0.34520,33.25,108.28,-164.87,0.6904,0.00138
0.35457,33.25,108.29,-164.86,0.7091,0.00142
0.36376,33.45,108.76,-164.39,0.7275,0.00146
0.37332,33.45,108.76,-164.39,0.7466,0.00149
0.38176,33.57,109.05,-164.10,0.7635,0.00153
0.39001,33.53,108.96,-164.19,0.7800,0.00156
0.39826,33.45,108.77,-164.38,0.7965,0.00159
0.40670,33.65,109.24,-163.91,0.8134,0.00163
0.41476,33.69,109.34,-163.81,0.8295,0.00166
0.42451,33.61,109.15,-164.00,0.8490,0.00170
0.43314,33.73,109.44,-163.71,0.8663,0.00173
0.44120,33.96,110.00,-163.15,0.8824,0.00176
0.44964,33.85,109.73,-163.42,0.8993,0.00180
0.45676,33.93,109.91,-163.24,0.9135,0.00183
0.46445,33.89,109.83,-163.32,0.9289,0.00186
0.47176,33.97,110.01,-163.14,0.9435,0.00189
0.47908,34.09,110.30,-162.85,0.9582,0.00192
0.48658,34.21,110.59,-162.56,0.9732,0.00195
0.49464,34.28,110.77,-162.38,0.9893,0.00198
0.50195,34.36,110.97,-162.18,1.0039,0.00201
0.50964,34.33,110.88,-162.27,1.0193,0.00204
0.51695,34.33,110.88,-162.27,1.0339,0.00207
0.52408,34.36,110.97,-162.18,1.0482,0.00210
0.53102,34.44,111.16,-161.99,1.0620,0.00212
0.53777,34.64,111.64,-161.51,1.0755,0.00215
0.54452,34.60,111.55,-161.60,1.0890,0.00218
0.55145,34.68,111.73,-161.42,1.1029,0.00221
0.55877,34.76,111.92,-161.23,1.1175,0.00224
0.56552,34.64,111.64,-161.51,1.1310,0.00226
0.57170,34.84,112.11,-161.04,1.1434,0.00229
