-0.00056,21.64,80.30,-192.85,-0.0011,0.00000
-0.00113,21.83,80.76,-192.39,-0.0023,0.00000
-0.00094,21.95,81.04,-192.11,-0.0019,0.00000
-0.00075,22.22,81.70,-191.45,-0.0015,0.00000
-0.00094,22.38,82.07,-191.08,-0.0019,0.00000
-0.00113,22.34,81.99,-191.16,-0.0023,0.00000
-0.00094,22.57,82.54,-190.61,-0.0019,0.00000
-0.00150,22.73,82.92,-190.23,-0.0030,0.00001
-0.00094,22.84,83.20,-189.95,-0.0019,0.00000
-0.00075,23.00,83.57,-189.58,-0.0015,0.00000
-0.00113,23.03,83.66,-189.49,-0.0023,0.00000
-0.00056,23.11,83.85,-189.30,-0.0011,0.00000
-0.00075,23.31,84.32,-188.83,-0.0015,0.00000
-0.00056,23.35,84.42,-188.73,-0.0011,0.00000
-0.00075,23.35,84.42,-188.73,-0.0015,0.00000
-0.00094,23.58,84.98,-188.17,-0.0019,0.00000
-0.00075,23.62,85.07,-188.08,-0.0015,0.00000
-0.00094,23.81,85.54,-187.61,-0.0019,0.00000
-0.00113,23.77,85.45,-187.70,-0.0023,0.00000
-0.00075,23.77,85.45,-187.70,-0.0015,0.00000
-0.00094,23.93,85.83,-187.32,-0.0019,0.00000
-0.00075,23.90,85.74,-187.41,-0.0015,0.00000
-0.00094,24.05,86.10,-187.05,-0.0019,0.00000
-0.00113,24.28,86.66,-186.49,-0.0023,0.00000
-0.00094,24.20,86.48,-186.67,-0.0019,0.00000
-0.00094,24.48,87.14,-186.01,-0.0019,0.00000
-0.00113,24.48,87.14,-186.01,-0.0023,0.00000
-0.00113,24.52,87.23,-185.92,-0.0023,0.00000
-0.00094,24.52,87.24,-185.91,-0.0019,0.00000
-0.00131,24.71,87.70,-185.45,-0.0026,0.00001
-0.00094,24.75,87.79,-185.36,-0.0019,0.00000
-0.00075,24.67,87.62,-185.53,-0.0015,0.00000
-0.00094,24.83,87.98,-185.17,-0.0019,0.00000
-0.00094,25.02,88.46,-184.69,-0.0019,0.00000
-0.00113,24.99,88.37,-184.78,-0.0023,0.00000
-0.00075,24.95,88.27,-184.88,-0.0015,0.00000
-0.00094,25.29,89.11,-184.04,-0.0019,0.00000
-0.00113,25.33,89.21,-183.94,-0.0023,0.00000
-0.00094,25.34,89.21,-183.94,-0.0019,0.00000
-0.00094,25.38,89.31,-183.84,-0.0019,0.00000
-0.00094,25.42,89.40,-183.75,-0.0019,0.00000
-0.00056,25.57,89.78,-183.37,-0.0011,0.00000
-0.00094,25.57,89.78,-183.37,-0.0019,0.00000
-0.00075,25.69,90.05,-183.10,-0.0015,0.00000
-0.00131,25.73,90.15,-183.00,-0.0026,0.00001
-0.00094,25.84,90.44,-182.71,-0.0019,0.00000
-0.00094,25.85,90.44,-182.71,-0.0019,0.00000
-0.00094,26.04,90.90,-182.25,-0.0019,0.00000
-0.00113,26.04,90.90,-182.25,-0.0023,0.00000
-0.00075,26.24,91.38,-181.77,-0.0015,0.00000
-0.00094,26.00,90.82,-182.33,-0.0019,0.00000
-0.00075,26.20,91.28,-181.87,-0.0015,0.00000
-0.00094,26.35,91.66,-181.49,-0.0019,0.00000
-0.00131,26.39,91.76,-181.39,-0.0026,0.00001
-0.00113,26.51,92.03,-181.12,-0.0023,0.00000
-0.00056,26.55,92.13,-181.02,-0.0011,0.00000
-0.00113,26.63,92.32,-180.83,-0.0023,0.00000
-0.00113,26.71,92.51,-180.64,-0.0023,0.00000
-0.00131,26.71,92.51,-180.64,-0.0026,0.00001
-0.00094,26.59,92.24,-180.91,-0.0019,0.00000
-0.00113,26.71,92.52,-180.63,-0.0023,0.00000
-0.00075,27.06,93.36,-179.79,-0.0015,0.00000
-0.00094,26.94,93.08,-180.07,-0.0019,0.00000
-0.00094,26.98,93.18,-179.97,-0.0019,0.00000
-0.00094,27.21,93.74,-179.41,-0.0019,0.00000
-0.00094,27.29,93.93,-179.22,-0.0019,0.00000
-0.00075,27.22,93.74,-179.41,-0.0015,0.00000
-0.00094,27.30,93.93,-179.22,-0.0019,0.00000
-0.00113,27.45,94.31,-178.84,-0.0023,0.00000
-0.00113,27.49,94.40,-178.75,-0.0023,0.00000
-0.00094,27.57,94.59,-178.56,-0.0019,0.00000
-0.00075,27.53,94.50,-178.65,-0.0015,0.00000
-0.00131,27.72,94.96,-178.19,-0.0026,0.00001
-0.00038,27.69,94.88,-178.27,-0.0008,0.00000
-0.00094,27.65,94.79,-178.36,-0.0019,0.00000
-0.00094,27.88,95.35,-177.80,-0.0019,0.00000
-0.00075,27.89,95.35,-177.80,-0.0015,0.00000
